0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
66.168,15.374,67.663,15.374,35.747,17.487,1.18,17.691,23.535,12.457,4.065,10.157,8.046,5.826,8.329,22.263,15.35,10.172,1.384,19.217,31.151,33.051,4.178,0,18.487,25.603,20.94,14.77,23.828,13.152,31.188,14.588,15.366,4.863,12.187,21.635,22.208,20.427,8.791,13.706,19.243,21.147,14.973,7.199,90.699,96.286,99.021,45.765,36.266,29.777,31.048,29.777,32.583,32.858,37.111,33.903,31.429,30.365,36.603,35.336,35.953,29.125,27.199,27.257,24.523,28.538,22.431,31.921,20.066,8.42,8.575,13.154,27.944,35.21,43.316,9.959,27.063,22.541,39.523,33.599,7.992,11.642,13.875,8.457,10.157,19.634,39.899,9.096,51.597,90.139,90.139,19.743,20.24,39.946,35.737,22.366,41.908,91.014,22.483,18.8,29.843,26.085,35.561,60.447,82.016,80.188,88.865,11.095,27.733,29.416,29.933,20.613,1.015,19.892,48.121,48.069,2.628,19.56,9.213,14.681,28.112,13.779,100.455,33.021,12.134,9.268,18.825,31.27,82.005,15.287,22.495,14.656,36.049,53.199,28.824,17.199,5.634,16.413,35.398,29.469,23.528,12.654,14.681,36.416
67.851,17.553,73.012,17.553,41.308,27.382,17.326,17.892,29.274,23.222,14.556,15.548,13.155,14.803,14.679,31.26,33.763,12.783,19.48,9.313,34.811,38.154,21.929,18.487,0,31.813,4.786,13.132,12.702,18.086,39.106,5.395,6.981,13.96,30.317,19.859,40.668,38.913,23.762,31.701,31.225,14.553,5.626,12.273,80.316,86.146,88.816,36.774,25.166,18.652,18.917,18.652,15.589,17.862,25.618,18.22,17.605,15.601,19.009,18.302,25.533,33.592,9.307,45.303,36.732,46.74,19.942,13.678,12.97,14.113,12.792,8.165,10.938,17.054,50.953,9.273,34.51,17.28,53.817,49.938,15.8,14.832,16.603,17.665,15.548,4.683,54.596,18.368,42.5,81.282,81.282,15.17,12.748,52.764,51.736,37.169,58.994,81.912,7.644,35.371,47.857,44.267,17.577,74.044,71.673,68.721,77.967,24.049,33.68,40.727,44.06,15.19,18.049,1.624,43.698,44.448,16.232,4.041,19.72,24.592,23.643,25.085,90.847,24.272,24.822,20.623,18.109,13.964,70.12,32.719,18.187,10.319,18.081,49.441,11.716,12.31,13.885,34.895,51.818,19.659,9.268,31.138,24.592,49.27
40.648,14.32,42.516,14.32,10.256,8.663,25.854,14.052,2.541,13.218,26.874,34.648,31.316,29.962,32.534,4.984,27.834,33.316,26.595,38.834,6.261,7.448,28.322,25.603,31.813,0,29.795,37.616,43.401,14.537,7.395,26.668,24.833,27.602,24.557,45.598,34.839,32.677,18.09,24.286,10.23,19.616,33.045,23.708,111.932,117.724,120.415,67.623,56.5,49.764,50.366,49.764,46.803,49.66,57.077,49.905,49.369,47.414,49.356,49.318,56.652,4.044,34.845,42.038,11.204,42.125,46.212,39.081,41.447,20.428,21.622,33.166,33.386,41.08,19.197,25.036,3.04,17.606,60.674,52.327,32.716,35.7,38.304,33.748,34.648,35.974,60.53,34.496,35.881,112.474,112.474,42.318,41.441,62.52,54.83,44.854,37.582,113.189,28.546,20.473,44.242,40.375,40.652,81.164,103.254,100.484,109.672,15.174,2.139,11.873,18.795,18.483,24.711,31.998,27.417,26.552,24.486,35.462,16.505,11.012,51.566,12.283,122.304,54.655,14.291,16.339,42.847,35.861,101.921,22.381,16.449,21.498,40.951,77.666,34.04,19.849,23.402,30.616,53.736,50.294,40.84,28.066,11.012,59.201
64.134,16.062,69.938,16.062,38.758,26.597,19.852,15.764,27.295,23.08,17.343,19.769,16.97,18.269,18.628,29.97,35.773,16.979,22.106,13.994,32.059,35.6,24.762,20.94,4.786,29.795,0,17.829,16.932,17.264,37.185,6.36,6.297,16.93,32.087,24.639,43.048,41.164,24.673,33.342,30.735,11.05,10.236,13.984,83.249,89.113,91.755,40.468,28.692,22.472,22.462,22.472,17.045,20.416,29.025,20.388,20.681,18.441,19.633,19.524,29.209,31.074,6.438,48.165,36.044,49.477,24.706,11.302,17.682,14.817,13.705,12.628,7.049,14.427,48.659,11.016,32.657,13.738,57.901,53.542,19.712,19.238,21.182,21.621,19.769,9.104,58.609,22.386,37.739,84.576,84.576,19.938,17.443,57.069,55.443,41.036,59.68,85.149,2.873,36.191,50.745,47.021,14.674,78.31,74.666,71.428,80.775,24.384,31.503,39.642,43.739,11.921,20.317,3.557,39.315,40.158,18.439,8.441,20.048,24.072,28.245,24.878,93.925,28.33,25.008,21.005,22.888,10.349,72.694,34.009,14.778,9.144,15.153,53.782,7.919,9.965,15.673,37.206,55.407,23.707,13.044,33.374,24.072,53.552
76.853,24.146,80.117,24.146,47.83,30.681,13.817,25.649,35.207,25.603,11.514,5.321,6.836,8.947,6.536,35.351,28.549,4.653,14.825,6.524,42.162,44.84,15.842,14.77,13.132,37.616,17.829,0,9.996,23.18,44.164,14.2,16.455,10.631,26.224,8.116,33.792,32.54,23.271,27.828,33.312,25.202,7.608,13.909,76.027,81.654,84.385,31.091,21.575,15.284,16.741,15.284,20.972,19.632,22.456,21.021,17.723,17.267,25.338,23.483,21.206,40.457,21.826,36.759,38.809,38.506,8.635,25.338,5.572,17.193,16.049,5.545,23.877,28.672,56.435,13.086,39.702,27.671,41.7,39.119,7.232,3.68,3.823,8.107,5.321,10.349,42.644,8.283,55.113,75.709,75.709,5.003,5.832,40.154,40.608,25.911,56.144,76.539,20.595,33.49,39.14,36.084,29.453,61.445,67.334,65.425,74.141,25.051,39.721,43.549,44.654,25.384,15.111,14.659,54.943,55.411,14.25,10.79,21.731,27.659,13.978,27.292,85.911,18.261,26.071,22.263,5.591,26.638,67.236,29.765,28.247,18.647,29.954,40.087,24.585,21.664,14.346,28.653,41.007,14.769,11.553,25.507,27.659,36.729
80.51,29.137,85.295,29.137,53.274,37.683,22.737,29.949,40.877,32.885,20.024,15.284,15.859,18.157,16.16,42.054,38.346,13.903,24.167,4.778,47.002,50.153,25.566,23.828,12.702,43.401,16.932,9.996,0,28.994,50.464,16.978,19.117,19.13,35.776,10.766,43.781,42.499,31.658,37.357,40.937,27.243,10.416,20.679,68.605,74.368,77.069,24.321,13.156,6.39,7.315,6.39,11.787,9.657,13.822,11.12,7.753,7.362,16.121,14,13.25,45.61,17.835,46.675,46.534,48.45,10.299,19.669,4.653,23.647,22.295,11.03,20.482,22.595,62.587,18.575,45.873,29.964,49.863,48.343,17.033,13.668,13.255,18.088,15.284,8.019,50.977,18.278,54.124,69.1,69.1,6.905,4.31,47.608,49.637,35.102,65.678,69.797,19.705,42.588,49.021,46.041,23.61,68.658,59.911,57.416,66.449,32.915,45.39,50.998,53.06,27.836,23.936,13.431,56.244,57.062,22.655,8.663,29.013,34.688,11.859,34.71,78.907,11.592,33.868,29.738,10.823,22.298,59.028,39.102,30.842,22.255,24.066,36.85,20.913,24.711,21.732,38.582,50.215,7.013,4.294,35.336,34.688,44.373
53.995,2.629,56.959,2.629,24.679,9.371,12.945,5.022,12.07,6.226,13.099,20.68,17.166,16.156,18.566,13.213,22.663,19.04,14.446,24.362,19.046,21.665,16.92,13.152,18.086,14.537,17.264,23.18,28.994,0,21.472,12.715,11.317,13.683,18.664,31.235,30.499,28.335,9.975,19.391,13.474,10.75,18.59,9.314,97.595,103.362,106.063,53.129,42.138,35.379,36.08,35.379,33.594,35.849,42.757,36.293,35.309,33.499,36.683,36.254,42.232,17.284,23.315,36.962,18.809,37.744,31.808,28.071,26.911,6.046,7.132,18.629,22.71,30.769,33.64,10.509,16.887,10.932,52.071,45.224,18.94,21.549,24.193,20.27,20.68,21.853,52.291,21.095,39.139,97.992,97.992,27.808,26.907,52.871,47.541,35.108,43.002,98.724,17.023,20.129,39.493,35.493,30.681,73.007,88.903,86.295,95.405,8.275,16.605,22.647,26.484,9.752,12.139,18.613,34.982,34.918,11.217,21.399,5.029,6.83,37.082,7.84,107.887,40.145,8.528,5.773,28.53,25.806,87.812,19.068,10.463,8.133,31.088,63.268,23.53,8.138,9.332,24.919,46.909,35.825,26.711,21.284,6.83,49.369
36.564,21.56,36.49,21.56,6.107,13.717,31.626,21.43,9.892,18.825,33.038,40.783,37.636,36.07,38.7,8.936,30.112,39.718,31.999,45.831,8.534,5.752,33.311,31.188,39.106,7.395,37.185,44.164,50.464,21.472,0,33.896,32.129,33.83,27.513,52.003,36.16,34.149,22.859,26.831,12.828,26.963,40.063,30.343,119.058,124.83,127.53,74.576,63.602,56.847,57.515,56.847,54.181,56.966,64.208,57.245,56.612,54.695,56.751,56.705,63.705,7.638,42.221,43.334,10.136,43.069,52.67,46.411,48.282,27.113,28.385,39.998,40.715,48.333,12.272,31.955,4.605,24.86,63.249,54.296,38.75,41.965,44.507,39.578,40.783,43.181,62.912,40.264,39.373,119.44,119.44,48.984,48.299,65.637,56.832,48.394,33.675,120.183,35.935,21.443,45.281,41.652,47.867,83.213,110.369,107.695,116.843,20.167,5.941,7.491,15.215,25.843,30.391,39.339,29.111,27.786,30.478,42.686,22.546,16.645,58.141,17.409,129.358,61.578,19.153,22.166,49.212,43.118,109.166,24.47,23.693,28.788,48.151,84.027,41.351,27.231,29.823,32.893,55.526,57.291,48.051,31.056,16.645,62.471
63.77,12.35,68.319,12.35,36.366,21.989,13.511,12.98,24.128,17.857,11.083,14.698,11.443,12.359,13.195,25.913,29.454,11.999,15.773,12.75,30.029,33.23,18.459,14.588,5.395,26.668,6.36,14.2,16.978,12.715,33.896,0,2.304,10.749,25.814,21.983,36.691,34.815,18.716,27.108,25.837,11.063,7.216,7.649,85.29,91.096,93.78,41.297,29.922,23.243,23.736,23.243,20.977,23.15,30.457,23.579,22.716,20.827,24.303,23.679,30.16,28.676,12.715,41.831,31.338,43.127,22.283,17.531,15.992,8.902,7.651,8.661,13.358,20.738,45.855,4.657,29.292,13.632,52.238,47.474,14.194,14.56,16.894,16.1,14.698,9.31,52.865,16.924,41.107,86.025,86.025,17.653,15.873,51.719,49.438,35.206,53.918,86.697,8.073,30.321,44.413,40.673,21.024,72.849,76.622,73.818,83.007,18.787,28.591,35.343,38.698,11.368,13.957,6.168,40.817,41.359,12.079,8.795,14.436,19.198,26.776,19.716,95.728,28.503,19.524,15.359,19.731,16.682,75.271,27.902,14.33,5.28,21.506,53.001,14.238,7.872,9.338,30.851,49.325,23.98,14.173,27.022,19.198,48.176
61.522,10.586,66.224,10.586,34.38,20.685,14.372,10.953,22.293,16.89,12.23,16.66,13.265,13.915,15.032,24.383,29.74,14.028,16.637,14.992,27.957,31.233,19.405,15.366,6.981,24.833,6.297,16.455,19.117,11.317,32.129,2.304,0,12.042,25.975,24.278,37.167,35.22,18.389,27.18,24.697,8.769,9.515,8.182,87.236,93.056,95.733,43.413,31.953,25.32,25.734,25.32,22.303,24.837,32.455,25.149,24.562,22.581,25.376,24.946,32.236,26.672,12.704,42.583,30.109,43.796,24.584,17.573,18.279,8.554,7.514,10.928,12.864,20.621,43.979,5.557,27.535,11.327,53.768,48.686,15.974,16.64,19.039,17.855,16.66,11.294,54.342,18.7,39.01,88.08,88.08,19.957,18.155,53.417,50.712,36.656,53.391,88.735,7.181,29.894,45.172,41.363,20.778,74.471,78.581,75.685,84.913,18.104,26.705,33.936,37.659,9.064,14.623,7.314,38.526,39.058,12.764,10.733,13.759,18.022,29.072,18.715,97.724,30.678,18.751,14.714,22.004,16.19,77.096,27.758,12.031,3.342,21.241,55.282,13.746,5.619,9.828,31.315,50.52,26.129,16.109,27.466,18.022,49.867
67.652,15.309,70.074,15.309,37.857,20.204,3.7,17.322,25.306,15.088,0.903,7.055,3.843,2.487,4.936,24.937,20.147,6.003,5.608,14.453,32.63,34.976,7.969,4.863,13.96,27.602,16.93,10.631,19.13,13.683,33.83,10.749,12.042,0,17.05,18.195,26.761,25.072,12.708,18.568,22.687,19.258,10.122,4.892,86.63,92.27,95,41.705,31.8,25.209,26.403,25.209,27.728,28.03,32.609,29.052,26.656,25.535,31.769,30.477,31.566,30.761,22.966,31.377,28.177,32.787,18.894,27.572,15.606,7.758,7.105,8.313,23.978,30.913,46.088,6.515,29.463,21.128,41.759,36.729,5.26,8.137,10.709,6.726,7.055,14.793,42.309,7.586,50.109,86.336,86.336,15.623,15.743,41.588,38.712,24.621,46.725,87.169,18.821,23.464,33.941,30.315,31.343,62.524,77.932,75.92,84.707,14.421,29.735,32.927,34.153,18.976,4.819,15.447,47.826,47.985,3.633,14.741,11.285,17.209,24.467,16.721,96.541,28.811,15.444,11.729,15.391,27.263,77.678,20.09,21.332,12.302,31.839,50.198,24.845,15.245,4.355,21.043,38.578,25.042,18.674,17.365,17.209,38.034
64.067,21.283,63.002,21.283,33.239,16.151,13.357,23.613,23.465,13.573,16.241,21.051,19.927,17.625,19.718,19.802,4,21.891,11.635,31.276,30.813,31.302,10.437,12.187,30.317,24.557,32.087,26.224,35.776,18.664,27.513,25.814,25.975,17.05,0,31.87,11.835,9.678,8.695,1.612,14.83,29.172,27.153,18.187,101.143,106.596,109.336,56.446,47.763,41.49,42.876,41.49,44.764,44.979,48.664,46.062,43.461,42.492,48.753,47.518,47.316,28.595,38.508,18.476,18.191,19.12,32.768,43.342,31.738,17.534,18.463,25.317,38.837,46.514,38.37,21.226,24.625,29.595,36.127,27.899,19.003,22.702,24.353,18.533,21.051,31.801,35.973,18.754,57.108,100.003,100.003,30.989,31.956,38.187,30.372,20.909,29.93,100.967,33.102,8.287,20.951,16.939,46.731,56.634,92.523,91.095,99.51,10.982,26.369,23.023,20.739,28.282,12.388,31.605,51.051,50.505,14.122,31.704,13.73,14.991,38.392,13.261,110.528,44.121,11.351,12.903,29.216,42.16,93.033,4.049,29.102,24.177,47.199,61.686,39.72,25.811,16.512,6.412,29.398,40.966,35.7,3.556,14.991,34.976
84.968,32.257,88.114,32.257,55.836,38.399,20.874,33.76,43.218,33.281,19.017,11.484,14.37,16.091,13.442,43.127,33.48,12.296,21.335,10.893,50.249,52.872,21.547,21.635,19.859,45.598,24.639,8.116,10.766,31.235,52.003,21.983,24.278,18.195,31.87,0,37.407,36.553,30.405,33.475,40.735,33.045,14.919,21.93,69.331,74.842,77.581,24.581,17.174,12.594,14.434,12.594,22.378,19.159,18.202,20.878,16.693,17.368,26.605,24.329,16.371,48.519,27.378,38.959,46.119,40.885,0.95,29.973,7.287,25.215,24.114,13.406,29.788,33.069,64.269,21.2,47.595,35.584,39.506,38.911,13.643,10.105,7.765,13.498,11.484,15.909,40.707,13.153,62.348,68.534,68.534,4.748,7.617,36.986,39.952,25.875,61.357,69.43,27.503,39.707,41.087,38.615,34.023,57.94,60.687,59.245,67.648,32.472,47.715,50.964,51.44,33.305,22.186,21.175,62.799,63.332,21.678,16.521,29.471,35.401,6.544,34.89,78.911,12.762,33.509,29.921,2.819,32.105,61.221,35.712,36.213,26.667,34.497,32.069,30.372,29.641,22.218,32.98,40.739,11.072,14.525,30.419,35.401,33.825
72.279,33.118,69.246,33.118,42.219,27.061,23.354,35.443,34.197,25.253,26.118,28.499,28.662,26.491,27.861,29.87,7.838,30.208,21.19,39.76,41.038,40.822,18.883,22.208,40.668,34.839,43.048,33.792,43.781,30.499,36.16,36.691,37.167,26.761,11.835,37.407,0,2.217,20.529,11.266,24.621,40.964,36.673,29.08,105.02,110.203,112.928,61.422,54.398,48.755,50.362,48.755,54.009,53.376,55.387,54.679,51.515,50.959,58.213,56.695,53.708,38.849,49.375,7.219,26.055,7.404,38.356,54.123,39.311,28.977,29.751,34.447,49.974,57.396,45.303,32.034,34.243,41.43,27.791,18.296,26.871,30.114,30.933,25.694,28.499,41.337,27.199,25.533,68.704,102.981,102.981,37.913,39.599,31.125,20.828,17.094,25.584,104.068,44.347,14.732,9.427,5.544,57.713,47.111,96.59,95.872,103.739,22.69,36.385,30.063,24.919,40.095,22.75,42.095,62.015,61.305,24.623,41.367,25.552,26.44,43.523,24.693,113.724,50.164,22.928,24.736,35.173,53.309,98.015,12.553,40.934,35.688,58.196,63.523,50.858,37.512,27.396,5.852,19.407,47.814,44.596,9.701,26.44,28.496
70.378,30.95,67.611,30.95,40.189,24.854,21.587,33.267,32.005,23.046,24.395,27.224,27.16,24.948,26.456,27.715,5.679,28.794,19.472,38.37,38.888,38.735,17.296,20.427,38.913,32.677,41.164,32.54,42.499,28.335,34.149,34.815,35.22,25.072,9.678,36.553,2.217,0,18.361,9.057,22.47,38.839,35.072,27.181,104.651,109.891,112.621,60.775,53.414,47.632,49.201,47.632,52.509,52.045,54.389,53.307,50.248,49.609,56.676,55.214,52.769,36.694,47.52,9.36,24.075,9.621,37.499,52.292,38.091,26.958,27.769,32.911,48.054,55.544,43.524,30.162,32.133,39.267,29.493,20.182,25.504,28.861,29.836,24.435,27.224,39.748,28.98,24.338,66.488,102.782,102.782,36.806,38.367,32.604,22.72,17.715,25.587,103.847,42.396,12.706,11.628,7.702,55.837,49.072,96.176,95.32,103.301,20.487,34.246,28.202,23.37,37.958,20.916,40.313,59.82,59.121,22.778,39.753,23.407,24.223,42.782,22.477,113.493,49.28,20.716,22.58,34.226,51.388,97.425,10.354,38.76,33.659,56.317,63.476,48.938,35.426,25.493,4.03,21.377,46.768,43.143,7.797,24.223,29.845
58.663,12.589,59.321,12.589,27.857,9.481,9.542,14.92,16.427,5.334,11.808,18.921,16.436,14.403,17.012,14.081,12.691,18.619,9.333,26.903,24.109,25.409,10.454,8.791,23.762,18.09,24.673,23.271,31.658,9.975,22.859,18.716,18.389,12.708,8.695,30.405,20.529,18.361,0,9.444,10.512,20.572,21.838,11.604,99.298,104.918,107.651,54.36,44.483,37.848,38.968,37.848,39.035,40.11,45.275,40.944,38.977,37.626,42.718,41.798,44.27,21.946,31.094,27.087,15.732,27.802,31.187,35.962,28.308,9.865,11.065,20.642,31.086,38.983,34.805,14.507,19.035,20.906,43.403,35.886,16.766,20.355,22.655,17.209,18.921,26.192,43.45,17.795,48.615,98.865,98.865,28.274,28.437,44.801,38.285,27,35.234,99.725,25.284,11.614,29.594,25.585,39.083,64.215,90.605,88.628,97.401,2.935,20.14,20.633,21.452,19.646,8.229,24.824,43.195,42.818,9.081,25.949,5.126,7.267,36.855,5.811,109.139,41.506,3.81,4.242,27.59,34.359,90.383,9.464,20.407,16.113,39.531,61.962,31.956,17.386,10.171,15.01,37.495,37.741,30.639,11.502,7.267,41.403
63.393,21.986,62.017,21.986,32.656,16.076,14.869,24.271,23.349,13.989,17.746,22.661,21.502,19.202,21.317,19.435,3.597,23.48,13.201,32.841,30.546,30.84,12.049,13.706,31.701,24.286,33.342,27.828,37.357,19.391,26.831,27.108,27.18,18.568,1.612,33.475,11.266,9.057,9.444,0,14.329,30.014,28.651,19.512,102.738,108.186,110.926,58.052,49.372,43.09,44.469,43.09,46.257,46.533,50.271,47.602,45.033,44.044,50.222,49.015,48.927,28.33,39.774,18.17,17.275,18.648,34.374,44.62,33.337,18.681,19.668,26.853,40.031,47.765,37.431,22.555,24.158,30.309,36.543,28.043,20.609,24.311,25.964,20.145,22.661,33.286,36.315,20.364,57.457,101.574,101.574,32.599,33.552,38.806,30.544,21.771,28.335,102.542,34.27,6.886,20.575,16.578,47.956,56.889,94.121,92.703,101.111,11.433,26.023,22.016,19.365,29.089,13.861,32.962,51.074,50.464,15.557,33.177,14.559,15.21,39.995,13.464,112.107,45.733,11.665,13.686,30.825,43.344,94.643,2.677,29.765,25.26,48.42,63.195,40.911,26.763,17.85,6.338,29.475,42.573,37.233,4.409,15.21,35.658
49.292,15.058,49.028,15.058,18.418,4.39,19.889,16.383,9.914,8.099,21.817,29.276,26.518,24.648,27.293,5.25,17.795,28.689,19.844,36.164,16.418,16.511,20.808,19.243,31.225,10.23,30.735,33.312,40.937,13.474,12.828,25.837,24.697,22.687,14.83,40.735,24.621,22.47,10.512,14.329,0,23.009,30.663,20.26,109.208,114.882,117.607,64.331,54.009,47.275,48.221,47.275,46.813,48.661,54.734,49.265,47.849,46.236,50.058,49.515,53.916,14.228,36.76,31.828,5.599,31.895,41.486,41.476,38.035,17.441,18.819,29.975,36.016,44.069,24.41,22.613,9.828,22.044,50.871,42.274,27.146,30.636,33.028,27.693,29.276,34.544,50.64,28.297,45.356,109.021,109.021,38.29,38.12,53.017,44.792,35.623,30.292,109.849,30.423,10.31,34.016,30.162,43.904,71.173,100.504,98.291,107.205,8.273,11.786,10.241,13.012,21.847,18.588,31.913,37.579,36.767,19.099,34.173,11.927,6.676,47.114,6.243,119.2,51.373,7.244,11.21,37.916,39.002,99.951,12.238,21.098,21.595,44.288,72.442,36.809,21.365,19.269,20.595,43.636,47.386,39.288,18.386,6.676,49.793
53.306,8.34,58.89,8.34,27.938,18.619,20.45,6.627,17.251,16.859,19.139,24.951,21.381,21.52,23.127,20.855,33.163,22.47,22.529,23.475,21.152,24.798,25.315,21.147,14.553,19.616,11.05,25.202,27.243,10.75,26.963,11.063,8.769,19.258,29.172,33.045,40.964,38.839,20.572,30.014,23.009,0,18.223,14.491,94.298,100.163,102.804,51.275,39.578,33.172,33.324,33.172,27.907,31.465,39.961,31.398,31.689,29.478,30.03,30.247,40.015,20.343,15.294,47.164,27.676,48.085,33.342,19.467,26.907,12.767,12.627,19.69,13.775,21.582,37.972,13.081,22.612,2.731,60.622,54.624,23.938,25.135,27.627,25.721,24.951,19.227,61.034,26.59,30.857,95.58,95.58,28.688,26.756,60.759,56.821,43.435,53.202,96.167,9.176,30.791,49.73,45.765,21.25,81.512,85.714,82.464,91.82,19.024,21.096,30.503,35.749,1.182,20.2,14.082,29.758,30.302,18.604,18.592,15.458,16.899,37.719,18.267,104.969,38.824,19.23,16.331,30.765,16.38,83.706,29.808,3.728,7.006,21.589,63.822,14.447,4.02,15.696,35.256,56.388,34.212,23.732,31.501,16.899,57.207
70.92,18.855,75.145,18.855,43.005,27.3,13.798,19.869,30.531,22.577,10.912,10.078,8.207,10.217,9.497,31.64,30.257,7.387,15.696,5.792,36.87,39.906,17.792,14.973,5.626,33.045,10.236,7.608,10.416,18.59,40.063,7.216,9.515,10.122,27.153,14.919,36.673,35.072,21.838,28.651,30.663,18.223,0,10.447,79.019,84.778,87.481,34.582,23.571,16.806,17.605,16.806,17.611,18.272,24.222,19.139,17.227,15.79,21.654,20.366,23.643,35.387,14.741,40.791,36.261,42.338,15.155,18.766,8.794,13.276,11.911,2.618,16.541,22.162,52.211,8.165,35.476,20.83,48.318,44.76,10.626,9.243,10.982,12.404,10.078,4.682,49.135,13.036,47.592,79.429,79.429,10.467,8.695,47.17,46.478,31.832,56.652,80.148,12.987,33.176,43.304,39.865,22.801,68.459,70.324,67.81,76.863,22.794,35.057,40.648,43.027,18.576,14.799,7.219,47.932,48.521,13.206,4.699,18.744,24.32,19.562,24.421,89.297,21.642,23.707,19.517,12.865,19.489,69.392,30.044,21.545,12.294,23.307,45.806,17.301,15.067,11.69,31.045,46.647,17.249,8.802,27.434,24.32,43.686
63.246,10.613,66.209,10.613,33.923,17.101,6.258,12.509,21.3,12.211,4.659,11.533,7.932,7.324,9.459,21.637,21.805,9.733,8.502,15.911,28.356,30.944,11.299,7.199,12.273,23.708,13.984,13.909,20.679,9.314,30.343,7.649,8.182,4.892,18.187,21.93,29.08,27.181,11.604,19.512,20.26,14.491,10.447,0,89.101,94.816,97.532,44.358,33.778,27.03,27.962,27.03,27.432,28.65,34.487,29.411,27.674,26.184,31.139,30.195,33.729,26.594,20.364,34.402,25.858,35.628,22.519,25.175,18,3.286,2.287,9.779,20.898,28.386,42.603,3.043,25.839,16.266,46.23,40.7,10.008,12.279,14.929,11.594,11.533,14.626,46.703,12.46,45.3,89.194,89.194,18.648,18.044,46.27,42.789,29.043,46.777,89.969,15.336,23.163,36.991,33.19,28.658,67.079,80.398,78.066,87.034,12.352,25.812,30.337,32.589,14.144,6.441,13.466,42.952,43.134,4.584,14.359,8.333,14.08,27.862,14.031,99.23,31.353,13.26,9.078,19.216,24.232,79.703,20.448,16.445,7.658,29.137,53.981,21.781,10.472,1.689,23.232,42.516,27.22,19.193,19.395,14.08,42.718
146.77,97.617,153.185,97.617,121.615,106.196,89.809,98.188,109.396,101.279,87.522,80.613,82.863,84.926,82.37,110.64,102.426,80.68,90.555,73.287,115.113,118.465,90.877,90.699,80.316,111.932,83.249,76.027,68.605,97.595,119.058,85.29,87.236,86.63,101.143,69.331,105.02,104.651,99.298,102.738,109.208,94.298,79.019,89.101,0,5.898,8.506,44.94,55.457,62.217,61.566,62.217,66.796,62.836,54.857,63.008,62.727,64.853,65.91,64.882,55.396,113.903,80.254,104.387,114.76,106.437,68.46,77.998,71.175,92.184,90.851,79.323,82.726,78.199,131.129,87.169,114.46,96.978,93.715,99.216,82.778,79.069,77.02,82.817,80.613,75.983,95.437,82.482,113.256,8.27,8.27,71.025,71.098,88.545,98.831,89.52,130.109,7.07,85.358,109.038,105.837,104.626,79.27,100.694,8.704,12.519,3.56,100.999,113.878,119.394,120.632,95.145,91.115,80.402,119.863,121.213,90.261,76.517,97.377,103.18,62.788,103.058,11.133,57.839,102.001,98.024,72.062,82.105,12.533,105.029,98.027,90.526,79.348,43.015,82.532,92.61,89.959,101.511,100.511,61.884,71.133,99.419,103.18,87.615
152.666,103.415,159.045,103.415,127.437,111.915,95.412,104.009,115.19,106.978,93.16,86.176,88.489,90.531,87.96,116.38,107.793,86.306,96.113,79.033,120.95,124.288,96.374,96.286,86.146,117.724,89.113,81.654,74.368,103.362,124.83,91.096,93.056,92.27,106.596,74.842,110.203,109.891,104.918,108.186,114.882,100.163,84.778,94.816,5.898,0,2.74,50.566,61.231,67.984,67.364,67.984,72.687,68.705,60.648,68.89,68.568,70.707,71.807,70.778,61.141,119.727,86.148,109.37,120.424,111.42,73.982,83.895,76.863,97.915,96.587,85.038,88.622,84.088,136.921,92.919,120.236,102.845,98.046,103.865,88.344,84.647,82.558,88.338,86.176,81.792,99.773,87.984,119.11,9.033,9.033,76.653,76.793,92.81,103.389,94.494,135.399,7.536,91.235,114.54,110.756,109.658,85.157,104.137,14.475,18.338,8.956,106.659,119.678,125.081,126.212,101.004,96.72,86.249,125.758,127.11,95.899,82.332,103.074,108.895,68.298,108.748,5.467,63.51,107.665,103.711,77.591,88.003,18.084,110.504,103.891,96.34,85.233,47.621,88.43,98.446,95.649,106.815,105.11,67.609,76.949,104.802,108.895,92.032
